urn|version|label_eng|desc_eng|type|has_mods|urn_status|redirect_to|member_of|created_by|edited_by
urn:cite:perseus:catver.922.1|urn:cts:greekLit:tlg0007.tlg083.perseus-grc1|"Mulierum virtutes"|"Perseus:bib:oclc,49772865, Perseus:bib:isbn,0674992709, Plutarch. Moralia. with an English Translation by. Frank Cole Babbitt. Cambridge, MA. Harvard University Press. London. William Heinemann Ltd. 1931. 3."|edition|false|published||Perseus:collection:Greco-Roman-protected|feed_aggregator|feed_aggregator
urn:cite:perseus:catver.923.1|urn:cts:greekLit:tlg0007.tlg083.perseus-grc2|"Mulierum virtutes"|"Perseus:bib:oclc,10390491, Plutarch. Moralia. Gregorius N. Bernardakis. Leipzig. Teubner. 1889. 2."|edition|false|published||Perseus:collection:Greco-Roman|feed_aggregator|feed_aggregator
urn:cite:perseus:catver.924.1|urn:cts:greekLit:tlg0007.tlg083.perseus-eng1|"Mulierum virtutes"|"Perseus:bib:oclc,49772865, Perseus:bib:isbn,0674992709, Plutarch. Moralia. with an English Translation by. Frank Cole Babbitt. Cambridge, MA. Harvard University Press. London. William Heinemann Ltd. 1931. 3."|translation|false|published||Perseus:collection:Greco-Roman-protected|feed_aggregator|feed_aggregator
urn:cite:perseus:catver.925.1|urn:cts:greekLit:tlg0007.tlg083.perseus-eng2|"Mulierum virtutes"|"Perseus:bib:oclc,19496979, Plutarch. Plutarch&apos;s Morals. Translated from the Greek by several hands. Corrected and revised by. William W. Goodwin, PH. D. Boston. Little, Brown, and Company. Cambridge. Press Of John Wilson and son. 1874. 1."|translation|false|published||Perseus:collection:Greco-Roman|feed_aggregator|feed_aggregator
urn:cite:perseus:catver.926.1|urn:cts:greekLit:tlg0007.tlg083.opp-grc1|"ΓΥΝΑΙΚΩΝ ΑΡΕΤΑΙ, Plutarchi Chaeronensis Moralia, Vol II"|"Plutarch.,creator Vernardakēs, Grēgorios N.,,1848-1925,editor"|edition|true|published|||feed_aggregator|feed_aggregator
urn:cite:perseus:catver.927.1|urn:cts:greekLit:tlg0007.tlg083.opp-grc2|"Mulierum virtutes, Plutarch's Moralia, Vol III, 172 A- 263C"|"Plutarch.,creator "|edition|true|published|||feed_aggregator|feed_aggregator
urn:cite:perseus:catver.928.1|urn:cts:greekLit:tlg0007.tlg083.opp-eng1|"Mulierum Virtutes, Plutarch's morals, Volume I"|"Plutarch.,creator Chauncy, Isaac,1632-1712,translator"|translation|true|published|||feed_aggregator|feed_aggregator
urn:cite:perseus:catver.929.1|urn:cts:greekLit:tlg0007.tlg083.opp-eng2|"Mulierum virtutes, Plutarch's Moralia, Vol III, 172 A- 263C"|"Plutarch.,creator Babbitt, Frank Cole,translator"|translation|true|published|||feed_aggregator|feed_aggregator
urn:cite:perseus:catver.930.1|urn:cts:greekLit:tlg0007.tlg064.perseus-eng1|"Artaxerxes"|"Perseus:bib:oclc,40115288, Perseus:bib:isbn,0674991141, Plutarch. Plutarch&apos;s Lives. with an English Translation by. Bernadotte Perrin. Cambridge, MA. Harvard University Press. London. William Heinemann Ltd. 1926. 11."|translation|false|published||Perseus:collection:Greco-Roman|feed_aggregator|feed_aggregator
urn:cite:perseus:catver.931.1|urn:cts:greekLit:tlg0007.tlg064.perseus-grc1|"Artaxerxes"|"Perseus:bib:oclc,40115288, Perseus:bib:isbn,0674991141, Plutarch. Plutarch&apos;s Lives. with an English Translation by. Bernadotte Perrin. Cambridge, MA. Harvard University Press. London. William Heinemann Ltd. 1926. 11."|edition|false|published||Perseus:collection:Greco-Roman|feed_aggregator|feed_aggregator
urn:cite:perseus:catver.932.1|urn:cts:greekLit:tlg0007.tlg064.opp-grc1|"Artaxerxes, Plutarch's Lives, Volume XI"|"Plutarch.,creator "|edition|true|published|||feed_aggregator|feed_aggregator
urn:cite:perseus:catver.933.1|urn:cts:greekLit:tlg0007.tlg064.opp-eng1|"Artaxerxes, Plutarch's Lives, Volume XI"|"Plutarch.,creator Perrin, Bernadotte,translator"|translation|true|published|||feed_aggregator|feed_aggregator
urn:cite:perseus:catver.934.1|urn:cts:greekLit:tlg0007.tlg081.perseus-grc1|"Regum et imperatorum apophthegmata"|"Perseus:bib:oclc,49772865, Perseus:bib:isbn,0674992709, Plutarch. Moralia. with an English Translation by. Frank Cole Babbitt. Cambridge, MA. Harvard University Press. London. William Heinemann Ltd. 1931. 3."|edition|false|published||Perseus:collection:Greco-Roman-protected|feed_aggregator|feed_aggregator
urn:cite:perseus:catver.935.1|urn:cts:greekLit:tlg0007.tlg081.perseus-grc2|"Regum et imperatorum apophthegmata"|"Perseus:bib:oclc,10390491, Plutarch. Moralia. Gregorius N. Bernardakis. Leipzig. Teubner. 1889. 2."|edition|false|published||Perseus:collection:Greco-Roman|feed_aggregator|feed_aggregator
urn:cite:perseus:catver.936.1|urn:cts:greekLit:tlg0007.tlg081.perseus-eng1|"Regum et imperatorum apophthegmata"|"Perseus:bib:oclc,49772865, Perseus:bib:isbn,0674992709, Plutarch. Moralia. with an English Translation by. Frank Cole Babbitt. Cambridge, MA. Harvard University Press. London. William Heinemann Ltd. 1931. 3."|translation|false|published||Perseus:collection:Greco-Roman-protected|feed_aggregator|feed_aggregator
urn:cite:perseus:catver.937.1|urn:cts:greekLit:tlg0007.tlg081.perseus-eng2|"Regum et imperatorum apophthegmata"|"Perseus:bib:oclc,19496979, Plutarch. Plutarch&apos;s Morals. Translated from the Greek by several hands. Corrected and revised by. William W. Goodwin, PH. D. Boston. Little, Brown, and Company. Cambridge. Press Of John Wilson and son. 1874. 1."|translation|false|published||Perseus:collection:Greco-Roman|feed_aggregator|feed_aggregator
urn:cite:perseus:catver.938.1|urn:cts:greekLit:tlg0007.tlg081.opp-grc1|"ΒΑΣΙΛΕΩΝ ΑΠΟΦΘΕΓΜΑΤΑ ΚΑΙ ΣΤΡΑΤΗΓΩΝ, Plutarchi Chaeronensis Moralia, Vol II"|"Plutarch.,creator Vernardakēs, Grēgorios N.,,1848-1925,editor"|edition|true|published|||feed_aggregator|feed_aggregator
urn:cite:perseus:catver.939.1|urn:cts:greekLit:tlg0007.tlg081.opp-grc2|"Regum et imperatorum apophthegmata, Plutarch's Moralia, Vol III, 172 A- 263C"|"Plutarch.,creator "|edition|true|published|||feed_aggregator|feed_aggregator
urn:cite:perseus:catver.940.1|urn:cts:greekLit:tlg0007.tlg081.opp-eng1|"Regum et imperatorum apopthegmata, Plutarch's morals, Volume I"|"Plutarch.,creator Hinton, Edward,1608 or 9-1678,translator"|translation|true|published|||feed_aggregator|feed_aggregator
urn:cite:perseus:catver.941.1|urn:cts:greekLit:tlg0007.tlg081.opp-eng2|"Regum et imperatorum apophthegmata, Plutarch's Moralia, Vol III, 172 A- 263C"|"Plutarch.,creator Babbitt, Frank Cole,translator"|translation|true|published|||feed_aggregator|feed_aggregator
urn:cite:perseus:catver.942.1|urn:cts:greekLit:tlg0007.tlg131.perseus-grc1|"De esu carnium I"|"Perseus:bib:oclc,10390491, Plutarch. Moralia. Gregorius N. Bernardakis. Leipzig. Teubner. 1895. 6."|edition|true|published||Perseus:collection:Greco-Roman|feed_aggregator|feed_aggregator
urn:cite:perseus:catver.943.1|urn:cts:greekLit:tlg0007.tlg131.perseus-eng1|"De esu carnium I"|"Perseus:bib:oclc,468786796, Perseus:bib:isbn,0674994477, Plutarch. Moralia. with an English Translation by. Harold Cherniss and William C. Helmbold. Cambridge, MA. Harvard University Press. London. William Heinemann Ltd. 1957. 12."|translation|true|published||Perseus:collection:Greco-Roman-protected|feed_aggregator|feed_aggregator
urn:cite:perseus:catver.944.1|urn:cts:greekLit:tlg0007.tlg131.perseus-eng2|"De esu carnium I"|"Perseus:bib:oclc,19496979, Plutarch. Plutarch&apos;s Morals. Translated from the Greek by several hands. Corrected and revised by. William W. Goodwin, PH. D. Boston. Little, Brown, and Company. Cambridge. Press Of John Wilson and son. 1874. 5."|translation|true|published||Perseus:collection:Greco-Roman|feed_aggregator|feed_aggregator
urn:cite:perseus:catver.945.1|urn:cts:greekLit:tlg0007.tlg131.opp-grc1|"ΠΕΡΙ ΣΑΡΚΟΦΑΓΙΑΣ ΛΟΓΟΣ Α, Plutarchi Chaeronensis Moralia, Vol VI"|"Plutarch.,creator Vernardakēs, Grēgorios N.,,1848-1925,editor"|edition|true|published|||feed_aggregator|feed_aggregator
urn:cite:perseus:catver.946.1|urn:cts:greekLit:tlg0007.tlg131.opp-grc2|"De esu carnium orationes, Book I, Plutarch's Moralia, Vol XII, 920A-999B"|"Plutarch.,creator "|edition|true|published|||feed_aggregator|feed_aggregator
urn:cite:perseus:catver.947.1|urn:cts:greekLit:tlg0007.tlg131.opp-eng1|"De esu carnium I, Plutarch's morals, Volume V"|"Plutarch.,creator Baxter, William,1650-1723,translator"|translation|true|published|||feed_aggregator|feed_aggregator
urn:cite:perseus:catver.948.1|urn:cts:greekLit:tlg0007.tlg131.opp-eng2|"De esu carnium orationes, Book I, Plutarch's Moralia, Vol XII, 920A-999B"|"Plutarch.,creator Hembold, W. C. (William Clark),1908-,translator"|translation|true|published|||feed_aggregator|feed_aggregator
urn:cite:perseus:catver.949.1|urn:cts:greekLit:tlg0007.tlg003.perseus-eng1|"Comparison of Theseus and Romulus"|"Perseus:bib:oclc,40115288, Perseus:bib:isbn,0674990528, Plutarch. Plutarch&apos;s Lives. with an English Translation by. Bernadotte Perrin. Cambridge, MA. Harvard University Press. London. William Heinemann Ltd. 1914. 1."|translation|false|published||Perseus:collection:Greco-Roman|feed_aggregator|feed_aggregator
urn:cite:perseus:catver.950.1|urn:cts:greekLit:tlg0007.tlg003.perseus-grc1|"Comparison of Theseus and Romulus"|"Perseus:bib:oclc,40115288, Perseus:bib:isbn,0674990528, Plutarch. Plutarch&apos;s Lives. with an English Translation by. Bernadotte Perrin. Cambridge, MA. Harvard University Press. London. William Heinemann Ltd. 1914. 1."|edition|false|published||Perseus:collection:Greco-Roman|feed_aggregator|feed_aggregator
urn:cite:perseus:catver.951.1|urn:cts:greekLit:tlg0007.tlg003.opp-grc1|"Comparatio Thesei et Romuli, Plutarch's Lives, Volume I"|"Plutarch.,creator "|edition|true|published|||feed_aggregator|feed_aggregator
urn:cite:perseus:catver.952.1|urn:cts:greekLit:tlg0007.tlg003.opp-eng1|"Comparatio Thesei et Romuli, Plutarch's Lives, Volume I"|"Plutarch.,creator Perrin, Bernadotte,translator"|translation|true|published|||feed_aggregator|feed_aggregator
urn:cite:perseus:catver.953.1|urn:cts:greekLit:tlg0007.tlg100.perseus-grc1|"Animine an corporis affectiones sint peiores"|"Perseus:bib:oclc,10390491, Plutarch. Moralia. Gregorius N. Bernardakis. Leipzig. Teubner. 1891. 3."|edition|true|published||Perseus:collection:Greco-Roman|feed_aggregator|feed_aggregator
urn:cite:perseus:catver.954.1|urn:cts:greekLit:tlg0007.tlg100.perseus-eng1|"Animine an corporis affectiones sint peiores"|"Perseus:bib:oclc,37351027, Perseus:bib:isbn,0674993713, Plutarch. Moralia. with an English Translation by. W. C. Helmbold. Cambridge, MA. Harvard University Press. London. William Heinemann Ltd. 1939. 6."|translation|true|published||Perseus:collection:Greco-Roman-protected|feed_aggregator|feed_aggregator
urn:cite:perseus:catver.955.1|urn:cts:greekLit:tlg0007.tlg100.perseus-eng2|"Animine an corporis affectiones sint peiores"|"Perseus:bib:oclc,19496979, Plutarch. Plutarch&apos;s Morals. Translated from the Greek by several hands. Corrected and revised by. William W. Goodwin, PH. D. Boston. Little, Brown, and Company. Cambridge. Press Of John Wilson and son. 1874. 4."|translation|true|published||Perseus:collection:Greco-Roman|feed_aggregator|feed_aggregator
urn:cite:perseus:catver.956.1|urn:cts:greekLit:tlg0007.tlg100.opp-grc1|"Animine an corporis affectiones sint peiores, Plutarch's Moralia, Vol VI, 439A-523B"|"Plutarch.,creator "|edition|true|published|||feed_aggregator|feed_aggregator
urn:cite:perseus:catver.957.1|urn:cts:greekLit:tlg0007.tlg100.opp-grc2|"ΠΕΡΙ ΤΟΥ ΠΟΤΕΡΟΝ ΤΑ ΨΥΧΗΣ Η ΤΑ ΣΩΜΑΤΟΣ ΠΑΘΗ ΧΕΙΡΟΝΑ, Plutarchi Chaeronensis Moralia, Vol III"|"Plutarch.,creator Vernardakēs, Grēgorios N.,,1848-1925,editor"|edition|true|published|||feed_aggregator|feed_aggregator
urn:cite:perseus:catver.958.1|urn:cts:greekLit:tlg0007.tlg100.opp-eng1|"Animine an corporis affectiones sint peiores, Plutarch's morals, Volume IV"|"Plutarch.,creator White, Samuel,,M.D.,translator"|translation|true|published|||feed_aggregator|feed_aggregator
urn:cite:perseus:catver.959.1|urn:cts:greekLit:tlg0007.tlg100.opp-eng2|"Animine an corporis affectiones sint peiores, Plutarch's Moralia, Vol VI, 439A-523B"|"Plutarch.,creator Hembold, W. C. (William Clark),1908-,translator"|translation|true|published|||feed_aggregator|feed_aggregator
urn:cite:perseus:catver.960.1|urn:cts:greekLit:tlg0007.tlg113.perseus-grc1|"Amatorius"|"Perseus:bib:oclc,10390491, Plutarch. Moralia. Gregorius N. Bernardakis. Leipzig. Teubner. 1892. 4."|edition|true|published||Perseus:collection:Greco-Roman|feed_aggregator|feed_aggregator
urn:cite:perseus:catver.961.1|urn:cts:greekLit:tlg0007.tlg113.perseus-eng1|"Amatorius"|"Perseus:bib:oclc,19496979, Plutarch. Plutarch&apos;s Morals. Translated from the Greek by several hands. Corrected and revised by. William W. Goodwin, PH. D. Boston. Little, Brown, and Company. Cambridge. Press Of John Wilson and son. 1874. 4."|translation|true|published||Perseus:collection:Greco-Roman|feed_aggregator|feed_aggregator
urn:cite:perseus:catver.962.1|urn:cts:greekLit:tlg0007.tlg113.opp-grc1|"ΕΡΩΤΙΚΟΣ, Plutarchi Chaeronensis Moralia, Vol IV"|"Plutarch.,creator Vernardakēs, Grēgorios N.,,1848-1925,editor"|edition|true|published|||feed_aggregator|feed_aggregator
urn:cite:perseus:catver.963.1|urn:cts:greekLit:tlg0007.tlg113.opp-eng1|"Amatorius, Plutarch's morals, Volume IV"|"Plutarch.,creator Philips, John,1631-1706,translator"|translation|true|published|||feed_aggregator|feed_aggregator
urn:cite:perseus:catver.964.1|urn:cts:greekLit:tlg0007.tlg097.perseus-grc1|"De fraterno amore"|"Perseus:bib:oclc,10390491, Plutarch. Moralia. Gregorius N. Bernardakis. Leipzig. Teubner. 1891. 3."|edition|true|published||Perseus:collection:Greco-Roman|feed_aggregator|feed_aggregator
urn:cite:perseus:catver.965.1|urn:cts:greekLit:tlg0007.tlg097.perseus-eng1|"De fraterno amore"|"Perseus:bib:oclc,37351027, Perseus:bib:isbn,0674993713, Plutarch. Moralia. with an English Translation by. W. C. Helmbold. Cambridge, MA. Harvard University Press. London. William Heinemann Ltd. 1939. 6."|translation|true|published||Perseus:collection:Greco-Roman-protected|feed_aggregator|feed_aggregator
urn:cite:perseus:catver.966.1|urn:cts:greekLit:tlg0007.tlg097.perseus-eng2|"De fraterno amore"|"Perseus:bib:oclc,19496979, Plutarch. Plutarch&apos;s Morals. Translated from the Greek by several hands. Corrected and revised by. William W. Goodwin, PH. D. Boston. Little, Brown, and Company. Cambridge. Press Of John Wilson and son. 1874. 3."|translation|true|published||Perseus:collection:Greco-Roman|feed_aggregator|feed_aggregator
urn:cite:perseus:catver.967.1|urn:cts:greekLit:tlg0007.tlg097.opp-grc1|"De fraterno amore, Plutarch's Moralia, Vol VI, 439A-523B"|"Plutarch.,creator "|edition|true|published|||feed_aggregator|feed_aggregator
urn:cite:perseus:catver.968.1|urn:cts:greekLit:tlg0007.tlg097.opp-grc2|"ΠΕΡΙ ΦΙΛΑΔΕΛΦΙΑΣ, Plutarchi Chaeronensis Moralia, Vol III"|"Plutarch.,creator Vernardakēs, Grēgorios N.,,1848-1925,editor"|edition|true|published|||feed_aggregator|feed_aggregator
urn:cite:perseus:catver.969.1|urn:cts:greekLit:tlg0007.tlg097.opp-eng1|"De fraterno amore, Plutarch's morals, Volume III"|"Plutarch.,creator Thomson, John,translator"|translation|true|published|||feed_aggregator|feed_aggregator
urn:cite:perseus:catver.970.1|urn:cts:greekLit:tlg0007.tlg097.opp-eng2|"De fraterno amore, Plutarch's Moralia, Vol VI, 439A-523B"|"Plutarch.,creator Hembold, W. C. (William Clark),1908-,translator"|translation|true|published|||feed_aggregator|feed_aggregator
urn:cite:perseus:catver.971.1|urn:cts:greekLit:tlg0007.tlg056.perseus-eng1|"Comparison of Demosthenes with Cicero"|"Perseus:bib:oclc,40115288, Perseus:bib:isbn,0674991109, Plutarch. Plutarch&apos;s Lives. with an English Translation by. Bernadotte Perrin. Cambridge, MA. Harvard University Press. London. William Heinemann Ltd. 1919. 7."|translation|false|published||Perseus:collection:Greco-Roman|feed_aggregator|feed_aggregator
urn:cite:perseus:catver.972.1|urn:cts:greekLit:tlg0007.tlg056.perseus-grc1|"Comparison of Demosthenes with Cicero"|"Perseus:bib:oclc,40115288, Perseus:bib:isbn,0674991109, Plutarch. Plutarch&apos;s Lives. with an English Translation by. Bernadotte Perrin. Cambridge, MA. Harvard University Press. London. William Heinemann Ltd. 1919. 7."|edition|false|published||Perseus:collection:Greco-Roman|feed_aggregator|feed_aggregator
urn:cite:perseus:catver.973.1|urn:cts:greekLit:tlg0007.tlg056.opp-grc1|"Comparatio Demosthenis et Ciceronis, Plutarch's Lives, Volume VII"|"Plutarch.,creator "|edition|true|published|||feed_aggregator|feed_aggregator
urn:cite:perseus:catver.974.1|urn:cts:greekLit:tlg0007.tlg056.opp-eng1|"Comparatio Demosthenis et Ciceronis, Plutarch's Lives, Volume VII"|"Plutarch.,creator Perrin, Bernadotte,translator"|translation|true|published|||feed_aggregator|feed_aggregator
urn:cite:perseus:catver.975.1|urn:cts:greekLit:tlg0007.tlg132.perseus-grc1|"De esu carnium II"|"Perseus:bib:oclc,10390491, Plutarch. Moralia. Gregorius N. Bernardakis. Leipzig. Teubner. 1895. 6."|edition|true|published||Perseus:collection:Greco-Roman|feed_aggregator|feed_aggregator
urn:cite:perseus:catver.976.1|urn:cts:greekLit:tlg0007.tlg132.perseus-eng1|"De esu carnium II"|"Perseus:bib:oclc,468786796, Perseus:bib:isbn,0674994477, Plutarch. Moralia. with an English Translation by. Harold Cherniss and William C. Helmbold. Cambridge, MA. Harvard University Press. London. William Heinemann Ltd. 1957. 12."|translation|true|published||Perseus:collection:Greco-Roman-protected|feed_aggregator|feed_aggregator
urn:cite:perseus:catver.977.1|urn:cts:greekLit:tlg0007.tlg132.perseus-eng2|"De esu carnium II"|"Perseus:bib:oclc,19496979, Plutarch. Plutarch&apos;s Morals. Translated from the Greek by several hands. Corrected and revised by. William W. Goodwin, PH. D. Boston. Little, Brown, and Company. Cambridge. Press Of John Wilson and son. 1874. 5."|translation|true|published||Perseus:collection:Greco-Roman|feed_aggregator|feed_aggregator
urn:cite:perseus:catver.978.1|urn:cts:greekLit:tlg0007.tlg132.opp-grc1|"ΠΕΡΙ ΣΑΡΚΟΦΑΓΙΑΣ ΛΟΓΟΣ B, Plutarchi Chaeronensis Moralia, Vol VI"|"Plutarch.,creator Vernardakēs, Grēgorios N.,,1848-1925,editor"|edition|true|published|||feed_aggregator|feed_aggregator
urn:cite:perseus:catver.979.1|urn:cts:greekLit:tlg0007.tlg132.opp-grc2|"De esu carnium orationes, Book II, Plutarch's Moralia, Vol XII, 920A-999B"|"Plutarch.,creator "|edition|true|published|||feed_aggregator|feed_aggregator
urn:cite:perseus:catver.980.1|urn:cts:greekLit:tlg0007.tlg132.opp-eng1|"De esu carnium II, Plutarch's morals, Volume V"|"Plutarch.,creator Baxter, William,1650-1723,translator"|translation|true|published|||feed_aggregator|feed_aggregator
urn:cite:perseus:catver.981.1|urn:cts:greekLit:tlg0007.tlg132.opp-eng2|"De esu carnium orationes, Book II, Plutarch's Moralia, Vol XII, 920A-999B"|"Plutarch.,creator Hembold, W. C. (William Clark),1908-,translator"|translation|true|published|||feed_aggregator|feed_aggregator
urn:cite:perseus:catver.982.1|urn:cts:greekLit:tlg0007.tlg054.perseus-eng1|"Demosthenes"|"Perseus:bib:oclc,40115288, Perseus:bib:isbn,0674991109, Plutarch. Plutarch&apos;s Lives. with an English Translation by. Bernadotte Perrin. Cambridge, MA. Harvard University Press. London. William Heinemann Ltd. 1919. 7."|translation|false|published||Perseus:collection:Greco-Roman|feed_aggregator|feed_aggregator
urn:cite:perseus:catver.983.1|urn:cts:greekLit:tlg0007.tlg054.perseus-grc1|"Demosthenes"|"Perseus:bib:oclc,40115288, Perseus:bib:isbn,0674991109, Plutarch. Plutarch&apos;s Lives. with an English Translation by. Bernadotte Perrin. Cambridge, MA. Harvard University Press. London. William Heinemann Ltd. 1919. 7."|edition|false|published||Perseus:collection:Greco-Roman|feed_aggregator|feed_aggregator
urn:cite:perseus:catver.984.1|urn:cts:greekLit:tlg0007.tlg054.opp-grc1|"Demosthenes, Plutarch's Lives, Volume VII"|"Plutarch.,creator "|edition|true|published|||feed_aggregator|feed_aggregator
urn:cite:perseus:catver.985.1|urn:cts:greekLit:tlg0007.tlg054.opp-eng1|"Demosthenes, Plutarch's Lives, Volume VII"|"Plutarch.,creator Perrin, Bernadotte,translator"|translation|true|published|||feed_aggregator|feed_aggregator
urn:cite:perseus:catver.986.1|urn:cts:greekLit:tlg0007.tlg143.opp-grc1|"De Libidine Et Aegritudine"|"Plutarch.,creator  Sandbach, F.H.,editor"|edition|true|published|||feed_aggregator|feed_aggregator
urn:cite:perseus:catver.987.1|urn:cts:greekLit:tlg0007.tlg143.opp-grc2|"ΠΛΟΥΤΑΡΧΟΥ ΦΙΛΟΣΟΦΟΥ ΠΟΤΕΡΟΝ ΨΥΧΗΣ Η ΣΩΜΑΤΟΣ ΕΠΙΘΥΜΙΑ ΚΑΙ ΛΥΠΗ, Plutarchi Chaeronensis Moralia, Vol VII, Plutarchi Fragmenta Vera Et Spuria Multis Accesionibus Locupletata
        Continens"|"Plutarch.,creator Vernardakēs, Grēgorios N.,,1848-1925,editor"|edition|true|published|||feed_aggregator|feed_aggregator
urn:cite:perseus:catver.988.1|urn:cts:greekLit:tlg0007.tlg143.opp-eng1|"De Libidine Et Aegritudine"|"Plutarch.,creator Tyrwhitt, Thomas,1730-1786,translator Sandbach, F.H.,editor"|translation|true|published|||feed_aggregator|feed_aggregator
urn:cite:perseus:catver.989.1|urn:cts:greekLit:tlg0007.tlg144.opp-grc1|"ΕΙ ΜΕΡΟΣ ΤΟ ΠΑΘΗΤΙΚΟΝ ΤΗΣ ΑΝΘΡΩΠΟΥ ΨΥΧΗΣ Η ΔΥΝΑΜΙΣ, Plutarchi Chaeronensis Moralia, Vol VII, Plutarchi Fragmenta Vera Et Spuria Multis Accesionibus Locupletata
        Continens"|"Plutarch.,creator Vernardakēs, Grēgorios N.,,1848-1925,editor"|edition|true|published|||feed_aggregator|feed_aggregator
urn:cite:perseus:catver.990.1|urn:cts:greekLit:tlg0007.tlg087.perseus-grc1|"De Alexandri magni fortuna aut virtute"|"Perseus:bib:oclc,24230911, Perseus:bib:isbn,0674993365, Plutarch. Moralia. with an English Translation by. Frank Cole Babbitt. Cambridge, MA. Harvard University Press. London. William Heinemann Ltd. 1936. 4."|edition|false|published||Perseus:collection:Greco-Roman-protected|feed_aggregator|feed_aggregator
urn:cite:perseus:catver.991.1|urn:cts:greekLit:tlg0007.tlg087.perseus-grc2|"De Alexandri magni fortuna aut virtute"|"Perseus:bib:oclc,10390491, Plutarch. Moralia. Gregorius N. Bernardakis. Leipzig. Teubner. 1889. 2."|edition|false|published||Perseus:collection:Greco-Roman|feed_aggregator|feed_aggregator
urn:cite:perseus:catver.992.1|urn:cts:greekLit:tlg0007.tlg087.perseus-eng1|"De Alexandri magni fortuna aut virtute"|"Perseus:bib:oclc,24230911, Perseus:bib:isbn,0674993365, Plutarch. Moralia. with an English Translation by. Frank Cole Babbitt. Cambridge, MA. Harvard University Press. London. William Heinemann Ltd. 1936. 4."|translation|false|published||Perseus:collection:Greco-Roman-protected|feed_aggregator|feed_aggregator
urn:cite:perseus:catver.993.1|urn:cts:greekLit:tlg0007.tlg087.perseus-eng2|"De Alexandri magni fortuna aut virtute"|"Perseus:bib:oclc,19496979, Plutarch. Plutarch&apos;s Morals. Translated from the Greek by several hands. Corrected and revised by. William W. Goodwin, PH. D. Boston. Little, Brown, and Company. Cambridge. Press Of John Wilson and son. 1874. 1."|translation|false|published||Perseus:collection:Greco-Roman|feed_aggregator|feed_aggregator
urn:cite:perseus:catver.994.1|urn:cts:greekLit:tlg0007.tlg087.opp-grc1|"De Alexandri magni fortuna aut virtute, libri ii, Plutarch's Moralia, Vol IV, 263D-351B"|"Plutarch.,creator "|edition|true|published|||feed_aggregator|feed_aggregator
urn:cite:perseus:catver.995.1|urn:cts:greekLit:tlg0007.tlg087.opp-grc2|"ΠΕΡΙ ΤΗΣ ΑΛΕΞΑΝΔΡΟΥ ΤΥΧΗΣ Η ΑΡΕΤΗΣ, Plutarchi Chaeronensis Moralia, Vol II"|"Plutarch.,creator Vernardakēs, Grēgorios N.,,1848-1925,editor"|edition|true|published|||feed_aggregator|feed_aggregator
urn:cite:perseus:catver.996.1|urn:cts:greekLit:tlg0007.tlg087.opp-eng1|"De Alexandri magni fortuna aut virtute, libri ii, Plutarch's morals, Volume I"|"Plutarch.,creator Philips, John,1631-1706,translator"|translation|true|published|||feed_aggregator|feed_aggregator
urn:cite:perseus:catver.997.1|urn:cts:greekLit:tlg0007.tlg087.opp-eng2|"De Alexandri magni fortuna aut virtute, libri ii, Plutarch's Moralia, Vol IV, 263D-351B"|"Plutarch.,creator Babbitt, Frank Cole,translator"|translation|true|published|||feed_aggregator|feed_aggregator
urn:cite:perseus:catver.998.1|urn:cts:greekLit:tlg0007.tlg004.perseus-eng1|"Lycurgus"|"Perseus:bib:oclc,40115288, Perseus:bib:isbn,0674990528, Plutarch. Plutarch&apos;s Lives. with an English Translation by. Bernadotte Perrin. Cambridge, MA. Harvard University Press. London. William Heinemann Ltd. 1914. 1."|translation|false|published||Perseus:collection:Greco-Roman|feed_aggregator|feed_aggregator
urn:cite:perseus:catver.999.1|urn:cts:greekLit:tlg0007.tlg004.perseus-grc1|"Lycurgus"|"Perseus:bib:oclc,40115288, Perseus:bib:isbn,0674990528, Plutarch. Plutarch&apos;s Lives. with an English Translation by. Bernadotte Perrin. Cambridge, MA. Harvard University Press. London. William Heinemann Ltd. 1914. 1."|edition|false|published||Perseus:collection:Greco-Roman|feed_aggregator|feed_aggregator
urn:cite:perseus:catver.1000.1|urn:cts:greekLit:tlg0007.tlg004.opp-grc1|"Lycurgus, Plutarch's Lives, Volume I"|"Plutarch.,creator "|edition|true|published|||feed_aggregator|feed_aggregator
urn:cite:perseus:catver.1001.1|urn:cts:greekLit:tlg0007.tlg004.opp-eng1|"Lycurgus, Plutarch's Lives, Volume I"|"Plutarch.,creator Perrin, Bernadotte,translator"|translation|true|published|||feed_aggregator|feed_aggregator
urn:cite:perseus:catver.1002.1|urn:cts:greekLit:tlg0007.tlg053.perseus-eng1|"Comparison of Agis and Cleomenes and the Gracchi"|"Perseus:bib:oclc,40115288, Perseus:bib:isbn,0674991133, Plutarch. Plutarch&apos;s Lives. with an English Translation by. Bernadotte Perrin. Cambridge, MA. Harvard University Press. London. William Heinemann Ltd. 1921. 10."|translation|false|published||Perseus:collection:Greco-Roman|feed_aggregator|feed_aggregator
